Customer ID,Referred a Friend,Number of Referrals,Satisfaction Score,Customer Status,Churn Reason,Churn Category
7943-RQCHR,No,0,2,Churned,Competitor offered more data,Competitor
3249-ZPQRG,No,0,1,Churned,Competitor made better offer,Competitor
2568-BRGYX,No,0,1,Churned,Competitor had better devices,Competitor
7721-JXEAW,Yes,1,2,Churned,Competitor offered higher download speeds,Competitor
7249-WBIYX,Yes,1,2,Churned,Competitor offered more data,Competitor
3164-AALRN,No,0,2,Churned,Competitor had better devices,Competitor
3334-CTHOL,No,0,2,Churned,Competitor had better devices,Competitor
4704-ERYFC,Yes,1,1,Churned,Competitor offered higher download speeds,Competitor
0471-LVHGK,Yes,1,2,Churned,Competitor offered higher download speeds,Competitor
9518-RWHZL,No,0,1,Churned,Competitor had better devices,Competitor
6240-EURKS,No,0,2,Churned,Competitor offered more data,Competitor
6960-HVYXR,No,0,1,Churned,Competitor made better offer,Competitor
7861-UVUFT,Yes,1,1,Churned,Competitor had better devices,Competitor
0680-DFNNY,Yes,1,2,Churned,Competitor offered more data,Competitor
7767-UXAGJ,No,0,3,Churned,Competitor made better offer,Competitor
1571-SAVHK,No,0,1,Churned,Competitor had better devices,Competitor
9546-CQJSU,No,0,1,Churned,Competitor had better devices,Competitor
2951-QOQTK,No,0,2,Churned,Competitor offered higher download speeds,Competitor
3473-XIIIT,Yes,1,1,Churned,Competitor had better devices,Competitor
7893-IXHRQ,No,0,2,Churned,Attitude of service provider,Attitude
2952-QAYZF,No,0,1,Churned,Competitor had better devices,Competitor
4763-PGDPO,No,0,1,Churned,Competitor had better devices,Competitor
5394-SVGJV,No,0,1,Churned,Competitor made better offer,Competitor
9283-LZQOH,Yes,1,1,Churned,Competitor made better offer,Competitor
7079-QRCBC,No,0,1,Churned,Competitor had better devices,Competitor
5469-CTCWN,Yes,1,1,Churned,Competitor offered higher download speeds,Competitor
9851-QXEEQ,No,0,1,Churned,Competitor had better devices,Competitor
5208-HFSBT,No,0,1,Churned,Competitor had better devices,Competitor
2667-WYLWJ,Yes,1,3,Churned,Long distance charges,Price
1092-GANHU,No,0,2,Churned,Competitor offered more data,Competitor
7881-EVUAD,No,0,2,Churned,Competitor offered more data,Competitor
5766-XQXMQ,No,0,1,Churned,Competitor made better offer,Competitor
3703-VAVCL,Yes,1,2,Churned,Competitor made better offer,Competitor
8519-QJGJD,No,0,2,Churned,Attitude of service provider,Attitude
6326-MTTXK,No,0,2,Churned,Attitude of service provider,Attitude
0330-IVZHA,Yes,1,2,Churned,Attitude of service provider,Attitude
2886-KEFUM,Yes,1,3,Churned,Attitude of support person,Attitude
4237-RLAQD,No,0,2,Churned,Attitude of support person,Attitude
9651-GTSAQ,Yes,1,3,Churned,Attitude of support person,Attitude
3186-BAXNB,No,0,3,Churned,Attitude of service provider,Attitude
0637-YLETY,No,0,1,Churned,Attitude of service provider,Attitude
1157-BQCUW,No,0,1,Churned,Competitor had better devices,Competitor
2003-CKLOR,No,0,2,Churned,Moved,Other
9254-RBFON,Yes,1,2,Churned,Competitor had better devices,Competitor
1205-WNWPJ,No,0,3,Churned,Moved,Other
8387-MOJJT,Yes,1,1,Churned,Competitor made better offer,Competitor
6032-KRXXO,No,0,2,Churned,Competitor made better offer,Competitor
7459-RRWQZ,No,0,1,Churned,Competitor made better offer,Competitor
3092-IGHWF,Yes,1,2,Churned,Competitor made better offer,Competitor
6352-TWCAU,No,0,1,Churned,Competitor made better offer,Competitor
2929-QNSRW,Yes,1,1,Churned,Competitor made better offer,Competitor
1262-OPMFY,Yes,1,3,Churned,Competitor made better offer,Competitor
1899-VXWXM,No,0,1,Churned,Don't know,Other
3331-HQDTW,No,0,1,Churned,Competitor made better offer,Competitor
5442-XSDCW,Yes,1,1,Churned,Competitor made better offer,Competitor
3049-NDXFL,No,0,3,Churned,Competitor made better offer,Competitor
7963-GQRMY,Yes,1,2,Churned,Extra data charges,Price
1228-FZFRV,No,0,1,Churned,Extra data charges,Price
2058-DCJBE,No,0,1,Churned,Competitor had better devices,Competitor
5364-XYIRR,Yes,1,1,Churned,Competitor had better devices,Competitor
4829-AUOAX,No,0,2,Churned,Extra data charges,Price
9158-VCTQB,Yes,1,1,Churned,Extra data charges,Price
6311-UEUME,No,0,2,Churned,Extra data charges,Price
6839-ITVZJ,Yes,1,2,Churned,Don't know,Other
0375-HVGXO,No,0,3,Churned,Don't know,Other
8593-WHYHV,No,0,1,Churned,Don't know,Other
6097-EQISJ,Yes,1,1,Churned,Competitor had better devices,Competitor
4423-YLHDV,Yes,1,1,Churned,Attitude of support person,Attitude
0107-YHINA,No,0,1,Churned,Competitor had better devices,Competitor
8640-SDGKB,No,0,2,Churned,Attitude of support person,Attitude
4116-TZAQJ,No,0,1,Churned,Attitude of support person,Attitude
3877-JRJIP,No,0,2,Churned,Attitude of support person,Attitude
7511-YMXVQ,No,0,1,Churned,Competitor had better devices,Competitor
7551-JOHTI,No,0,2,Churned,Attitude of support person,Attitude
9804-ICWBG,No,0,2,Churned,Attitude of support person,Attitude
5318-IXUZF,No,0,2,Churned,Don't know,Other
3198-VELRD,Yes,1,1,Churned,Competitor had better devices,Competitor
9436-ZBZCT,No,0,2,Churned,Attitude of support person,Attitude
7198-GLXTC,No,0,3,Churned,Attitude of support person,Attitude
0516-VRYBW,No,0,3,Churned,Attitude of support person,Attitude
8380-PEFPE,No,0,1,Churned,Competitor had better devices,Competitor
5687-DKDTV,No,0,3,Churned,Attitude of support person,Attitude
7530-HDYDS,No,0,2,Churned,Attitude of support person,Attitude
3096-IZETN,No,0,3,Churned,Attitude of support person,Attitude
5922-ABDVO,Yes,1,3,Churned,Attitude of support person,Attitude
9172-ANCRX,No,0,1,Churned,Attitude of support person,Attitude
6910-HADCM,No,0,2,Churned,Attitude of support person,Attitude
4816-LXZYW,No,0,1,Churned,Competitor had better devices,Competitor
4911-BANWH,No,0,3,Churned,Attitude of support person,Attitude
8496-EJAUI,No,0,3,Churned,Attitude of support person,Attitude
6365-MTGZX,No,0,1,Churned,Competitor had better devices,Competitor
1349-WXNGG,No,0,2,Churned,Attitude of support person,Attitude
6990-YNRIO,No,0,1,Churned,Attitude of support person,Attitude
0621-TWIEM,No,0,1,Churned,Attitude of support person,Attitude
2485-ITVKB,Yes,1,2,Churned,Attitude of support person,Attitude
3669-OYSJI,No,0,2,Churned,Attitude of support person,Attitude
1612-EOHDH,No,0,3,Churned,Attitude of support person,Attitude
7517-SAWMO,Yes,1,2,Churned,Attitude of support person,Attitude
4143-HHPMK,No,0,3,Churned,Attitude of support person,Attitude
7054-LGEQW,No,0,2,Churned,Attitude of support person,Attitude
0923-PNFUB,No,0,2,Churned,Attitude of support person,Attitude
3494-JCHRQ,No,0,2,Churned,Attitude of support person,Attitude
6474-FVJLC,No,0,2,Churned,Attitude of support person,Attitude
4547-LYTDD,No,0,1,Churned,Competitor had better devices,Competitor
6770-XUAGN,Yes,1,2,Churned,Attitude of support person,Attitude
3143-ILDAL,No,0,3,Churned,Attitude of support person,Attitude
4720-VSTSI,No,0,2,Churned,Attitude of support person,Attitude
3946-MHCZW,No,0,1,Churned,Attitude of support person,Attitude
6651-AZVTJ,Yes,1,1,Churned,Attitude of support person,Attitude
4566-GOLUK,Yes,1,2,Churned,Attitude of support person,Attitude
2484-DGXPZ,Yes,1,3,Churned,Attitude of support person,Attitude
4587-NUKOX,No,0,1,Churned,Attitude of support person,Attitude
0420-BWTPW,No,0,2,Churned,Attitude of support person,Attitude
8183-ONMXC,No,0,3,Churned,Competitor made better offer,Competitor
9614-RMGHA,No,0,3,Churned,Competitor made better offer,Competitor
5054-IEXZT,No,0,3,Churned,Competitor made better offer,Competitor
5834-ASPWA,No,0,3,Churned,Competitor made better offer,Competitor
3948-XHGNA,No,0,1,Churned,Don't know,Other
0565-IYCGT,No,0,1,Churned,Competitor made better offer,Competitor
5445-UTODQ,Yes,1,2,Churned,Competitor made better offer,Competitor
1024-VRZHF,Yes,1,1,Churned,Competitor made better offer,Competitor
0348-SDKOL,Yes,1,2,Churned,Competitor made better offer,Competitor
4373-MAVJG,Yes,1,2,Churned,Competitor made better offer,Competitor
8901-HJXTF,Yes,1,1,Churned,Competitor made better offer,Competitor
5419-KLXBN,Yes,1,2,Churned,Competitor made better offer,Competitor
9828-AOQLM,Yes,3,1,Churned,Competitor made better offer,Competitor
7615-ESMYF,Yes,1,3,Churned,Competitor made better offer,Competitor
3858-VOBET,No,0,3,Churned,Competitor made better offer,Competitor
1447-PJGGA,No,0,1,Churned,Competitor made better offer,Competitor
8565-CLBZW,No,0,3,Churned,Competitor made better offer,Competitor
9139-WQQDY,Yes,1,3,Churned,Poor expertise of online support,Other
0224-HJAPT,No,0,2,Churned,Competitor made better offer,Competitor
8086-OVPWV,No,0,1,Churned,Competitor made better offer,Competitor
9430-FRQOC,No,0,2,Churned,Competitor made better offer,Competitor
3074-GQWYX,No,0,2,Churned,Competitor made better offer,Competitor
6845-RGTYS,Yes,1,1,Churned,Competitor made better offer,Competitor
8861-HGGKB,No,0,2,Churned,Competitor made better offer,Competitor
7065-YUNRY,No,0,1,Churned,Competitor made better offer,Competitor
7694-VLBWQ,Yes,4,2,Churned,Product dissatisfaction,Dissatisfaction
6481-OGDOO,Yes,1,1,Churned,Competitor made better offer,Competitor
3753-TSEMP,Yes,1,1,Churned,Product dissatisfaction,Dissatisfaction
8305-VHZBZ,No,0,1,Churned,Long distance charges,Price
9172-JITSM,Yes,1,1,Churned,Don't know,Other
6298-QDFNH,No,0,1,Churned,Product dissatisfaction,Dissatisfaction
6173-ITPWD,Yes,1,1,Churned,Product dissatisfaction,Dissatisfaction
9734-UYXQI,No,0,1,Churned,Competitor made better offer,Competitor
2189-UXTKY,Yes,1,1,Churned,Product dissatisfaction,Dissatisfaction
4958-GZWIY,Yes,1,2,Churned,Don't know,Other
6356-ELRKD,No,0,2,Churned,Don't know,Other
8624-GIOUT,No,0,1,Churned,Don't know,Other
3177-LASXD,No,0,3,Churned,Poor expertise of phone support,Dissatisfaction
4897-QSUYC,No,0,3,Churned,Attitude of support person,Attitude
1084-UQCHV,No,0,2,Churned,Attitude of support person,Attitude
2955-BJZHG,Yes,1,1,Churned,Competitor had better devices,Competitor
3806-DXQOM,No,0,2,Churned,Attitude of service provider,Attitude
9300-RENDD,No,0,3,Churned,Attitude of support person,Attitude
0761-AETCS,No,0,2,Churned,Attitude of support person,Attitude
2153-MREFK,Yes,1,1,Churned,Attitude of support person,Attitude
3106-ULWFW,No,0,1,Churned,Competitor had better devices,Competitor
0925-VYDLG,No,0,3,Churned,Attitude of service provider,Attitude
4349-GFQHK,No,0,3,Churned,Attitude of service provider,Attitude
7802-EFKNY,Yes,1,1,Churned,Competitor had better devices,Competitor
8035-BUYVG,Yes,1,1,Churned,Attitude of support person,Attitude
9787-XVQIU,No,0,3,Churned,Attitude of support person,Attitude
8945-MUQUF,No,0,3,Churned,Competitor made better offer,Competitor
3023-GFLBR,Yes,1,2,Churned,Attitude of service provider,Attitude
0524-IAVZO,Yes,1,2,Churned,Don't know,Other
2737-YNGYW,No,0,3,Churned,Attitude of support person,Attitude
5159-YFPKQ,No,0,1,Churned,Competitor had better devices,Competitor
7927-AUXBZ,No,0,2,Churned,Attitude of support person,Attitude
7619-ODSGN,Yes,1,1,Churned,Attitude of support person,Attitude
2514-GINMM,No,0,2,Churned,Attitude of service provider,Attitude
2659-VXMWZ,No,0,3,Churned,Attitude of support person,Attitude
4285-GYRQC,Yes,1,2,Churned,Attitude of support person,Attitude
8337-MSSXB,No,0,2,Churned,Attitude of service provider,Attitude
8182-BJDSI,No,0,1,Churned,Attitude of service provider,Attitude
2482-CZGBB,No,0,1,Churned,Competitor had better devices,Competitor
0866-QLSIR,No,0,2,Churned,Attitude of support person,Attitude
7181-BQYBV,Yes,1,1,Churned,Attitude of service provider,Attitude
6204-IEUXJ,No,0,3,Churned,Attitude of service provider,Attitude
4529-CKBCL,No,0,2,Churned,Attitude of service provider,Attitude
2506-CLAKW,No,0,1,Churned,Attitude of support person,Attitude
1583-IHQZE,No,0,2,Churned,Attitude of support person,Attitude
0151-ONTOV,No,0,1,Churned,Competitor had better devices,Competitor
0320-JDNQG,Yes,1,1,Churned,Don't know,Other
7180-PISOG,No,0,3,Churned,Attitude of service provider,Attitude
3571-RFHAR,No,0,2,Churned,Attitude of support person,Attitude
9578-VRMNM,No,0,1,Churned,Competitor had better devices,Competitor
6140-QNRQQ,No,0,1,Churned,Competitor had better devices,Competitor
4307-KTUMW,Yes,1,1,Churned,Attitude of service provider,Attitude
7470-MCQTK,Yes,1,2,Churned,Attitude of support person,Attitude
7488-MXJIV,No,0,1,Churned,Competitor had better devices,Competitor
2027-FECZV,No,0,2,Churned,Attitude of support person,Attitude
2672-DZUOY,No,0,1,Churned,Competitor had better devices,Competitor
3870-MQAMG,Yes,1,1,Churned,Competitor had better devices,Competitor
4800-CZMPC,Yes,1,1,Churned,Attitude of service provider,Attitude
7377-DMMRI,No,0,1,Churned,Attitude of support person,Attitude
8949-JTMAY,No,0,1,Churned,Competitor had better devices,Competitor
3211-ILJTT,Yes,1,1,Churned,Competitor had better devices,Competitor
5103-MHMHY,No,0,1,Churned,Competitor had better devices,Competitor
0235-KGSLC,No,0,2,Churned,Moved,Other
2884-GBPFB,Yes,4,3,Churned,Moved,Other
5136-KCKGI,Yes,1,2,Churned,Competitor had better devices,Competitor
3722-WPXTK,No,0,1,Churned,Competitor offered higher download speeds,Competitor
2929-ERCFZ,Yes,1,1,Churned,Competitor had better devices,Competitor
7548-SEPYI,No,0,2,Churned,Competitor made better offer,Competitor
8835-VSDSE,Yes,1,2,Churned,Competitor made better offer,Competitor
1623-NLDOT,Yes,1,2,Churned,Competitor had better devices,Competitor
5236-PERKL,No,0,1,Churned,Competitor offered higher download speeds,Competitor
7854-FOKSF,No,0,1,Churned,Competitor offered higher download speeds,Competitor
2519-FAKOD,No,0,1,Churned,Competitor had better devices,Competitor
7089-IVVAZ,No,0,1,Churned,Competitor offered more data,Competitor
9492-TOKRI,No,0,1,Churned,Competitor had better devices,Competitor
3325-FUYCG,Yes,1,1,Churned,Service dissatisfaction,Dissatisfaction
8481-YYXWG,No,0,3,Churned,Network reliability,Dissatisfaction
2609-IAICY,No,0,3,Churned,Limited range of services,Dissatisfaction
1740-CSDJP,No,0,2,Churned,Lack of affordable download/upload speed,Price
2636-OHFMN,Yes,4,2,Churned,Long distance charges,Price
1323-OOEPC,Yes,1,2,Churned,Extra data charges,Price
9921-ZVRHG,No,0,1,Churned,Competitor had better devices,Competitor
4701-MLJPN,No,0,3,Churned,Attitude of support person,Attitude
9206-GVPEQ,Yes,1,1,Churned,Network reliability,Dissatisfaction
1596-BBVTG,No,0,3,Churned,Poor expertise of online support,Other
8433-WXGNA,No,0,1,Churned,Don't know,Other
3707-GNWHM,No,0,1,Churned,Don't know,Other
5766-ZJYBB,No,0,2,Churned,Service dissatisfaction,Dissatisfaction
8931-GJJIQ,No,0,2,Churned,Attitude of support person,Attitude
4277-PVRAN,No,0,1,Churned,Competitor had better devices,Competitor
0203-HHYIJ,No,0,3,Churned,Long distance charges,Price
0952-KMEEH,No,0,1,Churned,Long distance charges,Price
8178-EYZUO,No,0,1,Churned,Extra data charges,Price
3230-WYKIR,No,0,1,Churned,Product dissatisfaction,Dissatisfaction
0407-BDJKB,Yes,1,2,Churned,Service dissatisfaction,Dissatisfaction
9600-UDOPK,Yes,1,3,Churned,Attitude of support person,Attitude
4074-SJFFA,No,0,3,Churned,Network reliability,Dissatisfaction
4910-GMJOT,No,0,1,Churned,Don't know,Other
4323-SADQS,Yes,2,1,Churned,Service dissatisfaction,Dissatisfaction
4446-BZKHU,Yes,1,1,Churned,Competitor had better devices,Competitor
5202-IVJNU,No,0,3,Churned,Network reliability,Dissatisfaction
5976-JCJRH,Yes,1,3,Churned,Limited range of services,Dissatisfaction
0137-OCGAB,No,0,3,Churned,Lack of affordable download/upload speed,Price
3351-NQLDI,Yes,1,1,Churned,Long distance charges,Price
7593-JNWRU,Yes,5,2,Churned,Extra data charges,Price
4588-YBNIB,No,0,2,Churned,Price too high,Price
5028-GZLDO,No,0,1,Churned,Service dissatisfaction,Dissatisfaction
6877-TJMBR,Yes,1,3,Churned,Network reliability,Dissatisfaction
6769-DCQLI,No,0,2,Churned,Don't know,Other
2433-KMEAS,No,0,1,Churned,Don't know,Other
2195-ZRVAX,Yes,1,2,Churned,Don't know,Other
3550-SAHFP,No,0,2,Churned,Price too high,Price
2011-TRQYE,No,0,2,Churned,Product dissatisfaction,Dissatisfaction
4873-ILOLJ,No,0,1,Churned,Competitor had better devices,Competitor
2725-KXXWT,No,0,3,Churned,Attitude of support person,Attitude
9565-DJPIB,No,0,1,Churned,Competitor had better devices,Competitor
8348-HFYIV,No,0,3,Churned,Limited range of services,Dissatisfaction
6849-WLEYG,No,0,3,Churned,Attitude of support person,Attitude
4659-NZRUF,No,0,3,Churned,Long distance charges,Price
8429-XIBUM,No,0,1,Churned,Extra data charges,Price
2608-BHKFN,No,0,1,Churned,Competitor had better devices,Competitor
7341-LXCAF,Yes,8,1,Churned,Product dissatisfaction,Dissatisfaction
9462-MJUAW,No,0,1,Churned,Competitor had better devices,Competitor
8128-YVJRG,No,0,1,Churned,Attitude of support person,Attitude
1569-TTNYJ,Yes,1,2,Churned,Don't know,Other
4749-VFKVB,No,0,2,Churned,Don't know,Other
7598-UAASY,Yes,1,1,Churned,Competitor had better devices,Competitor
7938-OUHIO,No,0,3,Churned,Attitude of service provider,Attitude
0431-APWVY,Yes,1,3,Churned,Poor expertise of online support,Other
3426-NIYYL,No,0,2,Churned,Attitude of support person,Attitude
3387-VATUS,No,0,3,Churned,Attitude of service provider,Attitude
1143-NMNQJ,No,0,2,Churned,Attitude of service provider,Attitude
0415-MOSGF,No,0,2,Churned,Attitude of support person,Attitude
2495-INZWQ,No,0,2,Churned,Attitude of service provider,Attitude
4139-SUGLD,Yes,1,1,Churned,Attitude of service provider,Attitude
6857-VWJDT,No,0,2,Churned,Attitude of service provider,Attitude
5624-BQSSA,No,0,1,Churned,Long distance charges,Price
5577-OTWWW,No,0,2,Churned,Moved,Other
6100-QQHEB,Yes,1,3,Churned,Moved,Other
2691-NZETQ,No,0,2,Churned,Competitor offered higher download speeds,Competitor
4404-HIBDJ,No,0,1,Churned,Competitor offered more data,Competitor
7295-JOMMD,No,0,1,Churned,Competitor made better offer,Competitor
5013-SBUIH,No,0,1,Churned,Competitor had better devices,Competitor
6023-YEBUP,No,0,1,Churned,Competitor had better devices,Competitor
7209-JCUDS,No,0,1,Churned,Competitor had better devices,Competitor
6158-DWPZT,Yes,1,2,Churned,Competitor offered more data,Competitor
3763-GCZHZ,Yes,1,2,Churned,Competitor offered more data,Competitor
0772-GYEQQ,No,0,2,Churned,Competitor offered more data,Competitor
4831-EOBFE,Yes,1,1,Churned,Don't know,Other
9170-GYZJC,Yes,1,1,Churned,Price too high,Price
2002-MZHWP,No,0,2,Churned,Long distance charges,Price
2004-OCQXK,No,0,1,Churned,Competitor had better devices,Competitor
5027-QPKTE,Yes,1,1,Churned,Competitor had better devices,Competitor
2672-HUYVI,No,0,2,Churned,Long distance charges,Price
7508-MYBOG,Yes,1,1,Churned,Competitor had better devices,Competitor
0148-DCDOS,No,0,1,Churned,Competitor had better devices,Competitor
9992-RRAMN,Yes,1,1,Churned,Product dissatisfaction,Dissatisfaction
0310-MVLET,Yes,1,3,Churned,Service dissatisfaction,Dissatisfaction
5696-QURRL,No,0,3,Churned,Network reliability,Dissatisfaction
0495-RVCBF,No,0,3,Churned,Poor expertise of online support,Other
7854-EDSSA,No,0,3,Churned,Poor expertise of online support,Dissatisfaction
8869-TORSS,No,0,1,Churned,Poor expertise of phone support,Dissatisfaction
2115-BFTIW,No,0,1,Churned,Product dissatisfaction,Dissatisfaction
0611-DFXKO,Yes,1,2,Churned,Service dissatisfaction,Dissatisfaction
7780-OTDSO,Yes,1,1,Churned,Attitude of support person,Attitude
9747-DDZOS,No,0,2,Churned,Network reliability,Dissatisfaction
0564-JJHGS,No,0,2,Churned,Limited range of services,Dissatisfaction
3348-CFRNX,Yes,1,1,Churned,Lack of affordable download/upload speed,Price
1428-GTBJJ,No,0,2,Churned,Long distance charges,Price
2249-YPRNG,Yes,3,2,Churned,Service dissatisfaction,Dissatisfaction
7410-YTJIK,No,0,1,Churned,Competitor had better devices,Competitor
4626-GYCZP,No,0,1,Churned,Competitor had better devices,Competitor
5590-BYNII,No,0,2,Churned,Don't know,Other
3237-AJGEH,Yes,1,3,Churned,Poor expertise of online support,Other
1591-NFNLQ,No,0,3,Churned,Poor expertise of online support,Other
0596-BQCEQ,Yes,1,1,Churned,Competitor had better devices,Competitor
1481-ZUWZA,No,0,1,Churned,Service dissatisfaction,Dissatisfaction
2309-OSFEU,No,0,1,Churned,Attitude of support person,Attitude
7613-LLQFO,No,0,2,Churned,Limited range of services,Dissatisfaction
2640-PMGFL,No,0,1,Churned,Lack of affordable download/upload speed,Price
3801-HMYNL,Yes,1,1,Churned,Competitor had better devices,Competitor
4484-CGXFK,No,0,1,Churned,Product dissatisfaction,Dissatisfaction
6214-EDAKZ,Yes,1,2,Churned,Service dissatisfaction,Dissatisfaction
6127-ISGTU,Yes,1,3,Churned,Attitude of support person,Attitude
8740-XLHDR,No,0,2,Churned,Network reliability,Dissatisfaction
1208-DNHLN,Yes,1,2,Churned,Don't know,Other
1761-AEZZR,No,0,2,Churned,Don't know,Other
7120-RFMVS,No,0,2,Churned,Price too high,Price
7317-GGVPB,Yes,1,1,Churned,Product dissatisfaction,Dissatisfaction
1322-AGOQM,No,0,2,Churned,Service dissatisfaction,Dissatisfaction
5692-FPTAH,No,0,2,Churned,Network reliability,Dissatisfaction
1550-LOAHA,Yes,1,2,Churned,Limited range of services,Dissatisfaction
0268-QKIWO,No,0,3,Churned,Attitude of support person,Attitude
0876-WDUUZ,No,0,2,Churned,Long distance charges,Price
0617-FHSGK,No,0,2,Churned,Extra data charges,Price
2858-MOFSQ,No,0,2,Churned,Price too high,Price
7005-CCBKV,No,0,3,Churned,Service dissatisfaction,Dissatisfaction
4250-FDVOU,No,0,1,Churned,Attitude of support person,Attitude
2141-RRYGO,No,0,3,Churned,Poor expertise of online support,Other
6376-GAHQE,No,0,2,Churned,Don't know,Other
5052-PNLOS,No,0,3,Churned,Poor expertise of online support,Other
6979-ZNSFF,No,0,1,Churned,Price too high,Price
2386-LAHRK,No,0,1,Churned,Product dissatisfaction,Dissatisfaction
6032-IGALN,No,0,1,Churned,Competitor had better devices,Competitor
0516-WJVXC,No,0,1,Churned,Network reliability,Dissatisfaction
8809-RIHDD,Yes,1,3,Churned,Lack of affordable download/upload speed,Price
4822-NGOCH,No,0,2,Churned,Long distance charges,Price
1432-FPAXX,No,0,2,Churned,Product dissatisfaction,Dissatisfaction
3884-HCSWG,No,0,1,Churned,Attitude of support person,Attitude
5077-DXTCG,No,0,1,Churned,Competitor had better devices,Competitor
1142-WACZW,No,0,2,Churned,Don't know,Other
4892-VLANZ,No,0,3,Churned,Long distance charges,Price
2919-HBCJO,No,0,1,Churned,Moved,Other
4236-XPXAV,Yes,1,2,Churned,Moved,Other
3030-YZADT,No,0,1,Churned,Competitor had better devices,Competitor
7410-KTVFV,Yes,1,1,Churned,Competitor had better devices,Competitor
8393-DLHGA,No,0,1,Churned,Competitor offered more data,Competitor
2834-SPCJV,Yes,1,1,Churned,Competitor had better devices,Competitor
0587-DMGBH,No,0,3,Churned,Competitor offered higher download speeds,Competitor
3523-QRQLL,Yes,1,2,Churned,Competitor offered more data,Competitor
0895-DQHEW,Yes,1,1,Churned,Competitor offered more data,Competitor
8149-RSOUN,No,0,3,Churned,Competitor offered more data,Competitor
7250-EQKIY,Yes,1,2,Churned,Competitor made better offer,Competitor
4013-UBXWQ,No,0,3,Churned,Competitor made better offer,Competitor
5519-NPHVG,No,0,3,Churned,Price too high,Price
8849-GYOKR,Yes,2,1,Churned,Product dissatisfaction,Dissatisfaction
3148-BLQJT,No,0,1,Churned,Competitor made better offer,Competitor
0461-CVKMU,No,0,1,Churned,Attitude of support person,Attitude
8806-EAGWC,No,0,2,Churned,Network reliability,Dissatisfaction
4183-WCSEP,No,0,1,Churned,Long distance charges,Price
5498-TXHLF,Yes,1,3,Churned,Extra data charges,Price
9722-UJOJR,Yes,1,1,Churned,Price too high,Price
6772-KSATR,No,0,1,Churned,Service dissatisfaction,Dissatisfaction
7112-OPOTK,No,0,2,Churned,Attitude of support person,Attitude
4210-QFJMF,No,0,1,Churned,Competitor made better offer,Competitor
5828-AVIPD,Yes,1,3,Churned,Poor expertise of online support,Other
1086-LXKFY,Yes,1,1,Churned,Don't know,Other
7774-OJSXI,No,0,3,Churned,Poor expertise of phone support,Dissatisfaction
7786-WBJYI,No,0,2,Churned,Competitor made better offer,Competitor
5016-ETTFF,No,0,3,Churned,Service dissatisfaction,Dissatisfaction
3866-MDTUB,No,0,1,Churned,Attitude of support person,Attitude
0697-ZMSWS,No,0,1,Churned,Limited range of services,Dissatisfaction
7593-XFKDI,No,0,1,Churned,Extra data charges,Price
0337-CNPZE,No,0,2,Churned,Price too high,Price
1513-XNPPH,No,0,1,Churned,Product dissatisfaction,Dissatisfaction
6347-DCUIK,No,0,1,Churned,Attitude of support person,Attitude
0897-FEGMU,Yes,1,3,Churned,Network reliability,Dissatisfaction
7663-RGWBC,No,0,1,Churned,Don't know,Other
1120-BMWUB,No,0,3,Churned,Don't know,Other
9124-LHCJQ,No,0,1,Churned,Price too high,Price
2235-ZGKPT,Yes,1,1,Churned,Product dissatisfaction,Dissatisfaction
3891-PUQOD,No,0,1,Churned,Service dissatisfaction,Dissatisfaction
0689-NKYLF,No,0,2,Churned,Attitude of support person,Attitude
3658-KIBGF,No,0,1,Churned,Network reliability,Dissatisfaction
5519-YLDGW,Yes,1,1,Churned,Limited range of services,Dissatisfaction
4946-EDSEW,Yes,1,1,Churned,Attitude of support person,Attitude
8185-UPYBR,Yes,4,1,Churned,Product dissatisfaction,Dissatisfaction
4585-HETAI,Yes,5,1,Churned,Service dissatisfaction,Dissatisfaction
7526-BEZQB,No,0,1,Churned,Attitude of support person,Attitude
4951-UKAAQ,No,0,1,Churned,Network reliability,Dissatisfaction
2108-YKQTY,No,0,3,Churned,Don't know,Other
4918-QLLIW,No,0,2,Churned,Don't know,Other
1625-JAIIY,Yes,1,1,Churned,Product dissatisfaction,Dissatisfaction
2947-DOMLJ,No,0,1,Churned,Service dissatisfaction,Dissatisfaction
4112-LUEIZ,No,0,3,Churned,Attitude of support person,Attitude
4510-HIMLV,No,0,2,Churned,Network reliability,Dissatisfaction
2430-USGXP,Yes,1,1,Churned,Lack of affordable download/upload speed,Price
5955-ERIHD,Yes,1,1,Churned,Long distance charges,Price
5949-EBSQK,Yes,4,2,Churned,Price too high,Price
7274-RTAPZ,No,0,1,Churned,Product dissatisfaction,Dissatisfaction
0311-UNPFF,No,0,2,Churned,Service dissatisfaction,Dissatisfaction
3834-XUIFC,No,0,1,Churned,Attitude of support person,Attitude
7599-FKVXZ,Yes,1,1,Churned,Don't know,Other
8229-TNIQA,No,0,2,Churned,Don't know,Other
6221-AVQYL,No,0,1,Churned,Price too high,Price
7743-EXURX,Yes,1,1,Churned,Product dissatisfaction,Dissatisfaction
5569-KGJHX,Yes,1,3,Churned,Service dissatisfaction,Dissatisfaction
7730-IUTDZ,No,0,1,Churned,Network reliability,Dissatisfaction
0426-TIRNE,No,0,3,Churned,Limited range of services,Dissatisfaction
7587-RZNME,No,0,3,Churned,Lack of affordable download/upload speed,Price
0748-RDGGM,Yes,1,2,Churned,Long distance charges,Price
3746-EUBYR,Yes,1,1,Churned,Competitor made better offer,Competitor
