Customer ID,Churn Label,Churn Score,CLTV
5913-INRQV,No,38,3202
6185-TASNN,No,65,2546
1925-LFCZZ,No,70,4932
8707-RMEZH,No,69,4148
9373-WSLOY,No,65,5600
9819-FBNSV,No,20,4121
9544-PYPSJ,No,37,5868
3878-AVSOQ,No,49,5033
3258-SYSWS,No,56,4598
0512-FLFDW,No,34,6442
2107-FBPTK,No,59,5655
1016-DJTSV,No,20,5242
5699-BNCAS,No,73,4788
2900-PHPLN,No,22,5209
4039-PIMHX,No,37,4306
7826-VVKWT,No,73,4309
5288-AHOUP,No,51,4333
7134-HBPBS,No,71,4474
4415-WNGVR,No,42,3355
1309-XGFSN,No,76,6090
0650-BWOZN,No,66,5313
4304-XUMGI,No,34,6084
9481-IEBZY,No,29,5569
1080-BWSYE,No,36,6469
3786-WOVKF,No,58,4768
5816-SCGFC,No,46,3660
9278-VZKCD,No,49,4428
8261-GWDBQ,No,77,4734
6173-GOLSU,No,47,4228
8720-RQSBJ,No,46,4320
7225-CBZPL,No,49,4831
3692-JHONH,No,57,4499
1200-TUZHR,No,53,2565
7130-CTCUS,No,34,3324
0420-HLGXF,No,58,3860
3657-COGMW,No,69,4251
4334-HOWRP,No,78,4049
4098-NAUKP,No,72,6404
3308-JSGML,No,49,6306
6199-IWKGC,No,59,5453
2675-DHUTR,No,21,4993
7446-YPODE,No,23,5296
9522-BNTHX,No,32,5597
0531-ZZJWQ,No,54,4958
2688-BHGOG,No,76,5811
0916-QOFDP,No,29,3471
8910-LEDAG,No,72,3583
3452-GWUIN,No,40,5316
7278-CKDNC,No,40,4422
8450-UYIBU,No,60,2030
3836-FZSDJ,No,53,4367
0187-QSXOE,No,36,5711
7733-UDMTP,No,76,4622
6904-JLBGY,No,71,4008
6917-YACBP,No,70,5170
4223-WOZCM,No,78,5251
5917-RYRMG,No,78,3836
8224-DWCKX,No,38,5159
1768-HNVGJ,No,43,4223
4395-PZMSN,No,48,2850
5446-DKWYW,No,30,6238
8107-KNCIM,No,66,3771
5451-YHYPW,No,50,6205
7629-WFGLW,No,20,6335
8818-DOPVL,No,76,4103
7044-YAACC,No,53,4444
8189-XRIKE,No,52,5936
3740-RLMVT,No,41,5792
2186-QZEYA,No,30,2044
5599-HVLTW,No,39,3276
9208-OLGAQ,No,74,3878
3244-CQPHU,No,57,5232
2674-MLXMN,No,77,4241
9708-HPXWZ,No,68,2599
5792-JALQC,No,71,5085
2675-OTVVJ,No,68,5597
0537-QYZZN,No,36,3412
3340-QBBFM,No,48,4017
2277-VWCNI,No,25,3048
7576-JMYWV,No,55,4162
5227-JSCFE,No,28,5421
1608-GMEWB,No,58,3960
2665-NPTGL,No,38,3114
0442-ZXKVS,No,45,4337
0575-CUQOV,No,29,6150
5329-KRDTM,No,29,6202
0707-HOVVN,No,62,6024
9518-XXBXE,No,41,4254
0423-UDIJQ,No,22,2145
9029-FEGVJ,No,27,5242
8999-XXGNS,No,53,5832
0471-ARVMX,No,68,5061
7524-VRLPL,No,34,4204
4884-TVUQF,No,48,4421
8065-BVEPF,No,52,4574
6350-XFYGW,No,44,2757
8755-IWJHN,No,21,6132
4480-QQRHC,No,79,4899
0929-PECLO,No,38,4438
9470-YFUYI,No,55,5247
7402-EYFXX,No,54,4030
1986-PHGZF,No,54,2812
8024-XNAFQ,No,56,5294
2988-GBIVW,No,64,5129
5956-YHHRX,No,22,4934
6008-NAIXK,No,58,4521
4007-NHVHI,No,57,5679
8979-CAMGB,No,47,6100
7813-ZGGAW,No,40,3364
6583-KQJLK,No,70,5868
6139-ZZRBQ,No,44,4309
7594-LZNWR,No,63,4478
3996-ZNWYK,No,69,5819
8760-ZRHKE,No,65,5546
5216-WASFJ,No,30,5603
4948-WBBKL,No,23,5041
8348-JLBUG,No,34,4270
3339-EAQNV,No,69,6156
5730-RIITO,No,79,4757
7515-LODFU,No,21,4042
8041-TMEID,No,49,6453
6941-KXRRV,No,49,4815
4501-UYKBC,No,30,3856
5304-EFJLP,No,36,4406
8875-AKBYH,No,70,4915
0533-UCAAU,No,40,5462
1394-SUIUH,No,45,2672
8565-WUXZU,No,54,4240
2055-BFOCC,No,42,5688
4584-LBNMK,No,61,5644
3898-GUYTS,No,34,4735
3703-KBKZP,No,47,5111
5117-IFGPS,No,67,2217
2197-OMWGI,No,31,5583
7852-LECYP,No,43,5870
8595-SIZNC,No,75,2628
8920-NAVAY,No,43,5166
9699-UBQFS,No,32,4745
1261-FWTTE,No,67,2307
3528-HFRIQ,No,51,5491
3320-VEOYC,No,78,3502
9758-MFWGD,No,49,2617
1360-JYXKQ,No,54,4118
6925-BAYGL,No,70,5295
4135-FRWKJ,No,42,4319
6551-ZCOTS,No,52,5756
5995-SNNEW,No,37,5883
5371-VYLSX,No,68,4977
4128-ETESU,No,67,4787
3295-YVUSR,No,47,5098
8016-NCFVO,No,58,4222
4119-ZYPZY,No,28,6423
1078-TDCRN,No,27,4133
5439-WIKXB,No,45,4914
2080-CAZNM,No,61,4477
1028-FFNJK,No,73,4828
3001-UNBTL,No,58,3733
0786-IVLAW,No,20,4722
4282-ACRXS,No,33,3511
7668-XCFYV,No,23,3689
5336-UFNZP,No,32,6211
9233-PSYHO,No,21,2636
8777-MBMTS,No,80,4872
2615-YVMYX,No,64,5775
2851-STERV,No,59,2715
5419-JKZNQ,No,49,2009
1409-PHXTF,No,77,4425
9591-YVTEB,No,49,5829
9309-BZGNT,No,43,5681
8075-GXIUB,No,59,5601
6723-WSNTY,No,35,5360
2144-BFDSO,No,54,5211
5647-FXOTP,No,40,5084
6078-VESFR,No,53,5225
9866-OCCKE,No,34,6010
2786-GCDPI,No,39,5570
3733-UOCWF,No,62,4845
8490-BXHEO,No,27,5137
7173-TETGO,No,69,6072
6435-VWCCY,No,64,5205
6726-NNFWD,No,72,6004
7856-GANIL,No,66,2535
0248-PGHBZ,No,80,5857
7472-EQOAV,No,44,4485
5985-BEHZK,No,56,6423
9279-CJEOJ,No,47,5691
8029-XYPWT,No,53,4438
6646-JPPHA,No,44,5327
7658-UYUQS,No,67,5318
8746-BFOAJ,No,62,5766
8023-QHAIO,No,66,6035
8133-ANHHJ,No,75,5023
1707-HABPF,No,43,3191
6847-KJLTS,No,64,4005
4619-EVPHY,No,57,3748
4462-CYWMH,No,67,4981
9334-GWGOW,No,44,2259
4291-HYEBC,No,59,2305
1576-PFZIW,No,34,5866
0147-ESWWR,No,77,3172
1217-VASWC,No,65,4499
2522-WLNSF,No,34,2225
5327-XOKKY,No,29,5540
3312-ZWLGF,No,21,3172
0795-XCCTE,No,51,6141
7072-MBHEV,No,50,2333
8050-DVOJX,No,69,4537
8169-SAEJD,No,28,4162
1580-BMCMR,No,70,4447
4199-QHJNM,No,52,5869
5135-GRQJV,No,47,6051
2384-OVPSA,No,71,4947
1371-WEPDS,No,78,3587
3349-ANQNH,No,50,5513
5937-EORGB,No,61,2394
5539-HIVAK,No,80,3136
4583-PARNH,No,46,4045
1421-HCERK,No,54,2455
0716-BQNDX,No,75,4276
1162-ECVII,No,53,4265
8695-ARGXZ,No,22,5381
1697-NVVGY,No,22,4533
9112-WSNPU,No,45,5873
4976-LNFVV,No,20,4615
2077-MPJQO,No,41,3533
1480-IVEVR,No,60,2300
4118-CEVPF,No,35,2125
2428-HYUNX,No,42,4975
9693-XMUOB,No,27,5546
1635-NZATJ,No,26,5341
9943-VSZUV,No,30,5823
9355-NPPFS,No,37,4509
5828-DWPIL,No,25,4415
2931-FSOHN,No,58,5254
9971-ZWPBF,No,24,5151
8421-WZOOW,No,23,4912
2957-JIRMN,No,60,4166
5271-DBYSJ,No,20,3355
3915-ODIYG,No,71,4964
5671-UUNXD,No,40,5791
4698-KVLLG,No,68,4224
0282-NVSJS,No,75,3353
7537-CBQUZ,No,24,5961
4750-UKWJK,No,77,5730
4884-ZTHVF,No,65,3950
3055-OYMSE,No,45,6469
1468-DEFNC,No,68,4772
9605-WGJVW,No,47,2422
4627-MIHJH,No,69,4948
5553-AOINX,No,48,4892
3258-SANFR,No,30,4270
4833-QTJNO,No,49,5261
2322-VCZHZ,No,50,4999
6383-ZTSIW,No,22,4599
0118-JPNOY,No,46,5700
9000-PLFUZ,No,61,4277
7779-ORAEL,No,52,5837
0644-OQMDK,No,34,4510
1658-XUHBX,No,21,6492
2378-HTWFW,No,35,5527
3719-TDVQB,No,28,5548
0201-MIBOL,No,69,4861
8495-PRWFH,No,80,5831
0439-IFYUN,No,62,3896
6458-CYIDZ,No,51,3468
1932-UEDCX,No,55,3669
5188-HGMLP,No,30,4991
5331-RGMTT,No,34,4011
4476-OSWTN,No,25,4887
6726-WEXXK,No,63,5755
4023-RTIQM,No,39,2166
7872-RDDLZ,No,33,4826
3162-KKZXO,No,64,5182
8904-OPDCK,No,56,4691
6048-QBXKL,No,33,2069
6734-FQAJX,No,49,4143
2378-VTKDH,No,69,4073
2974-GGUXS,No,48,3273
7994-XIRTR,No,66,6161
5298-GSTLM,No,66,4483
6121-TNHBO,No,29,5428
5119-NZPTV,No,74,5592
3865-ZYKAD,No,59,4503
2205-LPVGL,No,58,5035
4868-AADLV,No,31,4578
3256-EZDBI,No,80,6285
4726-DLWQN,No,30,5596
3518-FSTWG,No,59,4086
0230-UBYPQ,No,48,5089
1763-KUAAW,No,30,4713
1104-TNLZA,No,73,4174
5195-KPUNQ,No,58,4766
3908-MKIMJ,No,34,5607
6969-MVBAI,No,48,2893
2453-SAFNS,No,47,4277
7426-GSWPO,No,63,5125
4909-JOUPP,No,32,4319
6437-UDQJM,No,62,4999
1226-IENZN,No,74,4351
3411-WLRSQ,No,57,3711
0822-QGCXA,No,35,5907
3588-WSTTJ,No,63,3484
3798-EPWRR,No,55,4057
2452-MRMZF,No,21,5079
4989-LIXVT,No,68,5080
5481-NTDOH,No,21,4126
0749-IRGQE,No,48,4118
1754-GKYPY,No,23,4180
1591-MQJTP,No,68,4163
7471-MQPOS,No,54,6404
3259-KNMRR,No,79,5371
6120-RJKLU,No,54,6488
4323-OHFOW,No,51,4605
6563-VNPMN,No,44,5397
2267-WTPYD,No,49,6015
9129-UXERG,No,73,2094
6229-LSCKB,No,44,2893
6127-IYJOZ,No,56,5715
8065-QBYTO,No,63,5448
7921-LMDFQ,No,77,6034
5820-PTRYM,No,79,4368
6211-WHMYA,No,46,6055
3454-JFUBC,No,55,6136
2451-YMUXS,No,67,4494
4690-PKDQG,No,26,4121
7789-CRUVC,No,76,5274
9972-VAFJJ,No,73,6355
5981-ZVXOT,No,50,5139
2274-XUATA,No,56,4933
0666-UXTJO,No,27,5393
1035-IPQPU,No,53,5187
2235-DWLJU,No,71,4611
3605-JISKB,No,71,4212
3668-QPYBK,Yes,86,3239
9237-HQITU,Yes,67,2701
9305-CDSKC,Yes,86,5372
7892-POOKP,Yes,84,5003
0280-XJGEX,Yes,89,5340
4190-MFLUW,Yes,78,5925
1066-JKSGK,Yes,92,4832
6467-CHFZW,Yes,77,5789
8665-UTDHZ,Yes,90,2915
8773-HHUOZ,Yes,74,3022
6047-YHPVI,Yes,66,2454
5380-WJKOV,Yes,65,2941
8168-UQWWF,Yes,70,5674
7760-OYPDY,Yes,90,5586
9420-LOJKX,Yes,82,2966
5698-BQJOH,Yes,96,5571
5919-TMRGD,Yes,87,2483
9191-MYQKX,Yes,70,3457
8637-XJIVR,Yes,86,5806
0278-YXOOG,Yes,66,2604
3192-NQECA,Yes,86,5034
0486-HECZI,Yes,75,5154
5299-RULOA,Yes,87,5998
0404-SWRVG,Yes,76,4415
6207-WIOLX,Yes,91,4190
3091-FYHKI,Yes,80,2301
2372-HWUHI,Yes,76,2570
4080-OGPJL,Yes,66,2662
2135-RXIHG,Yes,73,2600
3874-EQOEP,Yes,94,2786
0867-MKZVY,Yes,86,5719
3376-BMGFE,Yes,75,4287
1875-QIVME,Yes,83,4690
0691-JVSYA,Yes,80,4328
6317-YPKDH,Yes,95,4534
9367-WXLCH,Yes,86,2152
1918-ZBFQJ,Yes,73,5142
1024-GUALD,Yes,94,4851
2472-OVKUP,Yes,94,2283
1285-OKIPP,Yes,91,3394
7825-ECJRF,Yes,71,3764
7841-TZDMQ,Yes,76,2667
9408-SSNVZ,Yes,67,2227
0742-MOABM,Yes,82,3394
2232-DMLXU,Yes,81,3638
8937-RDTHP,Yes,66,2484
1251-KRREG,Yes,81,2556
0322-YINQP,Yes,77,5687
4629-NRXKX,Yes,75,5687
4959-JOSRX,Yes,91,4884
6323-AYBRX,Yes,83,5084
6366-ZGQGL,Yes,73,5087
5940-AHUHD,Yes,69,3338
6432-TWQLB,Yes,80,3676
4484-GLZOU,Yes,65,4839
9512-UIBFX,Yes,68,4643
5583-SXDAG,Yes,90,4094
3580-REOAC,Yes,83,4061
6390-DSAZX,Yes,80,2565
7563-BIUPC,Yes,69,5715
2321-OMBXY,Yes,81,2071
0122-OAHPZ,Yes,67,2473
2868-SNELZ,Yes,92,2683
4322-RCYMT,Yes,81,4903
6680-NENYN,Yes,91,5250
1343-EHPYB,Yes,91,4352
2034-GDRCN,Yes,76,4157
0219-YTZUE,Yes,73,4939
4572-DVCGN,Yes,85,3598
1010-DIAUQ,Yes,91,5383
0259-GBZSH,Yes,73,3878
9601-BRXPO,Yes,66,3642
6905-NIQIN,Yes,76,2431
5167-ZFFMM,Yes,81,3424
6599-CEBNN,Yes,94,5795
0979-PHULV,Yes,80,4020
4800-VHZKI,Yes,92,3351
7989-CHGTL,Yes,95,3448
0578-SKVMF,Yes,88,3804
9063-ZGTUY,Yes,82,4221
2957-LOLHO,Yes,68,2887
7752-XUSCI,Yes,84,4105
4110-PFEUZ,Yes,73,2792
0256-LTHVJ,Yes,91,5201
0880-TKATG,Yes,84,4417
3811-VBYBZ,Yes,91,2031
4640-UHDOS,Yes,91,4498
3583-EKAPL,Yes,71,4877
9399-APLBT,Yes,80,5980
2359-KMGLI,Yes,77,4418
0306-JAELE,Yes,66,4192
6227-HWPWX,Yes,73,5671
0447-BEMNG,Yes,65,4926
5949-XIKAE,Yes,65,2879
8372-JUXUI,Yes,93,2814
0388-EOPEX,Yes,77,4263
8205-OTCHB,Yes,66,3099
7783-YKGDV,Yes,76,2538
7218-HKQFK,Yes,72,3715
4636-QRJKY,Yes,91,5032
9412-GHEEC,Yes,88,3492
6825-UYPFK,Yes,81,2115
8397-MVTAZ,Yes,72,2568
9282-IZGQK,Yes,80,5679
1342-JPNKI,Yes,85,2966
2817-NTQDO,Yes,74,4856
6986-IJDHX,Yes,91,3364
5301-GAUUY,Yes,92,5974
0939-YAPAF,Yes,72,2744
4710-FDUIZ,Yes,67,5170
1218-VKFPE,Yes,72,3535
3627-FHKBK,Yes,87,3244
0719-SYFRB,Yes,67,5670
6543-CPZMK,Yes,83,2573
4765-OXPPD,Yes,76,3983
1009-IRMNA,Yes,91,4479
7207-RMRDB,Yes,89,5720
0195-IESCP,Yes,75,3573
4580-TMHJU,Yes,65,2152
0970-ETWGE,Yes,91,4996
0887-HJGAR,Yes,95,2295
9576-ANLXO,Yes,87,2876
2024-BASKD,Yes,94,3860
4464-JCOLN,Yes,68,2362
5650-VDUDS,Yes,93,2038
7538-GWHML,Yes,80,2323
3859-CVCET,Yes,78,2864
3276-HDUEG,Yes,78,4838
0822-GAVAP,Yes,65,3146
1448-PWKYE,Yes,88,2046
2276-YDAVZ,Yes,92,4965
5896-NPFWW,Yes,93,3273
7133-VBDCG,Yes,91,4535
1029-QFBEN,Yes,95,3556
4952-YSOGZ,Yes,95,5640
1589-AGTLK,Yes,90,2450
6439-GTPCA,Yes,90,5269
5138-WVKYJ,Yes,93,3658
2189-WWOEW,Yes,96,3579
1894-IGFSG,Yes,82,3161
7379-POKDZ,Yes,66,3038
0236-HFWSV,Yes,77,5264
3900-AQPHZ,Yes,91,4248
5842-POCOP,Yes,79,4356
2037-XJFUP,Yes,76,4161
7314-OXENN,Yes,90,3051
0322-CHQRU,Yes,81,3478
4678-DVQEO,Yes,71,4138
3009-JWMPU,Yes,92,5016
1450-GALXR,Yes,74,5184
3138-BKYAV,Yes,75,4694
4289-DTDKW,Yes,70,2576
1820-TQVEV,Yes,76,3042
2239-JALAW,Yes,74,6105
4853-RULSV,Yes,80,4544
6275-YDUVO,Yes,95,2969
0115-TFERT,Yes,89,4123
2311-QYMUQ,Yes,73,3696
3104-OWCGK,Yes,76,4111
9101-BWFSS,Yes,82,4274
6982-SSHFK,Yes,89,3522
1038-ZAGBI,Yes,94,2653
3027-ZTDHO,Yes,80,5951
2382-BCKQJ,Yes,91,5600
2207-NHRJK,Yes,85,3718
9944-HKVVB,Yes,77,5861
4124-MMETB,Yes,85,3665
3671-SHRSP,Yes,86,3080
3313-QKNKB,Yes,80,6304
5073-WXOYN,Yes,67,4941
0207-MDKNV,Yes,84,2122
9851-KIELU,Yes,76,5803
3908-BLSYF,Yes,90,3962
7549-MYGPK,Yes,79,5413
3804-RVTGV,Yes,91,5812
9227-LUNBG,Yes,76,5768
4315-MURBD,Yes,71,5559
9734-YWGEX,Yes,81,2954
2719-BDAQO,Yes,93,4940
9625-QSTYE,Yes,79,4806
6400-BWQKW,Yes,91,3263
6680-WKXRZ,Yes,90,2054
9448-REEVD,Yes,74,3700
9117-SHLZX,Yes,72,3571
4541-RMRLG,Yes,82,4489
3158-MOERK,Yes,83,3391
7294-TMAOP,Yes,72,2627
2834-JRTUA,Yes,81,5200
5875-YPQFJ,Yes,84,5367
8603-IJWDN,Yes,93,5228
3842-IYKUE,Yes,88,2455
6641-XRPSU,Yes,93,2318
8357-EQXFO,Yes,92,3077
9524-EGPJC,Yes,80,4260
6993-OHLXR,Yes,84,5225
8818-XYFCQ,Yes,71,5026
4695-VADHF,Yes,84,2989
3863-IUBJR,Yes,78,2595
8436-BJUMM,Yes,84,2404
9948-YPTDG,Yes,85,2405
4883-QICIH,Yes,96,2356
8329-IBCTI,Yes,91,5881
5669-SRAIP,Yes,93,2863
5981-ITEMU,Yes,67,3099
6941-PMGEP,Yes,90,3937
1624-WOIWJ,Yes,69,5686
2074-GKOWZ,Yes,73,3851
0376-YMCJC,Yes,82,4359
0634-SZPQA,Yes,67,4650
5536-RTPWK,Yes,91,5157
6166-ILMNY,Yes,68,5667
3097-NNSPB,Yes,91,2960
0655-RBDUG,Yes,86,2561
4361-BKAXE,Yes,80,3038
9878-TNQGW,Yes,65,3533
4607-CHPCA,Yes,91,5801
8824-RWFXJ,Yes,83,2539
9763-PDTKK,Yes,74,4249
7627-JKIAZ,Yes,90,3982
4081-DYXAV,Yes,72,5182
0927-LCSMG,Yes,75,3331
8257-RZAHR,Yes,86,4049
0841-NULXI,Yes,71,3958
7851-WZEKY,Yes,82,2414
8844-TONUD,Yes,75,5295
5868-CZJDR,Yes,85,3605
0135-NMXAP,Yes,90,5671
6270-OMFIW,Yes,91,4990
0107-WESLM,Yes,66,3874
3992-YWPKO,Yes,69,5750
0125-LZQXK,Yes,91,3025
5673-FSSMF,Yes,91,4611
1579-KLYDT,Yes,91,5356
3927-NLNRY,Yes,96,5414
6358-LYNGM,Yes,84,2548
5494-HECPR,Yes,69,2502
9824-BEMCV,Yes,77,3368
1373-ORVIZ,Yes,91,2860
9866-QEVEE,Yes,91,4857
9897-KXHCM,Yes,72,3212
7979-CORPM,Yes,67,5927
1618-CFHME,Yes,86,2101
3165-HDOEW,Yes,73,3706
6581-NQCBA,Yes,78,4840
1689-MRZQR,Yes,77,2777
5835-BEQEU,Yes,92,4428
5552-ZNFSJ,Yes,66,4568
2223-KAGMX,Yes,87,5379
7321-PKUYW,Yes,66,5250
2833-SLKDQ,Yes,91,4094
7595-EUIVN,Yes,70,3940
2026-TGDHM,Yes,69,3830
4030-VPZBD,Yes,91,2860
2408-TZMJL,Yes,90,4601
7993-PYKOF,Yes,80,2587
5027-XWQHA,Yes,78,2087
4566-QVRRW,Yes,84,3200
0201-OAMXR,Yes,87,4838
7831-QGOXH,Yes,77,3326
6393-WRYZE,Yes,87,3979
6599-RCLCJ,Yes,90,5863
9831-BPFRI,Yes,65,3849
1725-MIMXW,Yes,78,5687
0031-PVLZI,Yes,81,4133
4791-QRGMF,Yes,76,6098
4671-LXRDQ,Yes,93,5704
1934-SJVJK,Yes,70,4103
3838-OZURD,Yes,96,5723
9269-CQOOL,Yes,66,3335
2845-HSJCY,Yes,78,4786
1184-PJVDB,Yes,68,5640
9415-DPEWS,Yes,96,5727
7943-RQCHR,Yes,83,2893
3249-ZPQRG,Yes,67,5048
2568-BRGYX,Yes,92,5094
7721-JXEAW,Yes,70,4324
7249-WBIYX,Yes,70,5146
3164-AALRN,Yes,77,2673
3334-CTHOL,Yes,71,2041
4704-ERYFC,Yes,85,2159
0471-LVHGK,Yes,86,2041
9518-RWHZL,Yes,69,5452
6240-EURKS,Yes,76,2649
6960-HVYXR,Yes,72,2567
7861-UVUFT,Yes,86,4003
0680-DFNNY,Yes,90,2055
7767-UXAGJ,Yes,68,2928
1571-SAVHK,Yes,80,5598
9546-CQJSU,Yes,80,5100
2951-QOQTK,Yes,72,5436
3473-XIIIT,Yes,68,3794
7893-IXHRQ,Yes,87,5636
2952-QAYZF,Yes,81,2264
4763-PGDPO,Yes,88,4494
5394-SVGJV,Yes,82,3066
9283-LZQOH,Yes,89,3687
7079-QRCBC,Yes,85,4016
5469-CTCWN,Yes,92,4334
9851-QXEEQ,Yes,84,3316
5208-HFSBT,Yes,81,5855
2667-WYLWJ,Yes,89,2247
1092-GANHU,Yes,87,3182
7881-EVUAD,Yes,79,4648
5766-XQXMQ,Yes,79,5449
3703-VAVCL,Yes,91,3902
8519-QJGJD,Yes,71,4995
6326-MTTXK,Yes,90,3849
0330-IVZHA,Yes,81,2969
2886-KEFUM,Yes,96,6144
4237-RLAQD,Yes,94,5930
9651-GTSAQ,Yes,94,4471
3186-BAXNB,Yes,71,4319
0637-YLETY,Yes,96,5915
1157-BQCUW,Yes,82,2591
2003-CKLOR,Yes,73,4001
9254-RBFON,Yes,91,5160
1205-WNWPJ,Yes,91,4661
8387-MOJJT,Yes,82,5396
6032-KRXXO,Yes,84,5654
7459-RRWQZ,Yes,89,4780
3092-IGHWF,Yes,65,4421
6352-TWCAU,Yes,68,5874
2929-QNSRW,Yes,90,4886
1262-OPMFY,Yes,92,5105
1899-VXWXM,Yes,89,5898
3331-HQDTW,Yes,89,3410
5442-XSDCW,Yes,91,3469
3049-NDXFL,Yes,89,2850
7963-GQRMY,Yes,88,4903
1228-FZFRV,Yes,79,5536
2058-DCJBE,Yes,91,3965
5364-XYIRR,Yes,91,4747
4829-AUOAX,Yes,77,2712
9158-VCTQB,Yes,96,4963
6311-UEUME,Yes,90,3249
6839-ITVZJ,Yes,71,2039
0375-HVGXO,Yes,81,4476
8593-WHYHV,Yes,67,4934
6097-EQISJ,Yes,82,4688
4423-YLHDV,Yes,67,5570
0107-YHINA,Yes,93,4214
8640-SDGKB,Yes,69,3633
4116-TZAQJ,Yes,76,5393
3877-JRJIP,Yes,71,4017
7511-YMXVQ,Yes,81,5028
7551-JOHTI,Yes,77,5211
9804-ICWBG,Yes,88,3349
5318-IXUZF,Yes,72,4149
3198-VELRD,Yes,91,2014
9436-ZBZCT,Yes,90,5463
7198-GLXTC,Yes,92,5239
0516-VRYBW,Yes,85,4931
8380-PEFPE,Yes,93,2377
5687-DKDTV,Yes,76,5984
7530-HDYDS,Yes,70,2885
3096-IZETN,Yes,89,4741
5922-ABDVO,Yes,74,3046
9172-ANCRX,Yes,68,5561
6910-HADCM,Yes,67,5613
4816-LXZYW,Yes,68,5216
4911-BANWH,Yes,74,4198
8496-EJAUI,Yes,89,2251
6365-MTGZX,Yes,71,3068
1349-WXNGG,Yes,66,4710
6990-YNRIO,Yes,79,6120
0621-TWIEM,Yes,67,4097
2485-ITVKB,Yes,78,2643
3669-OYSJI,Yes,76,4167
1612-EOHDH,Yes,89,5828
7517-SAWMO,Yes,90,4718
4143-HHPMK,Yes,91,6402
7054-LGEQW,Yes,69,4888
0923-PNFUB,Yes,65,4852
3494-JCHRQ,Yes,69,2699
6474-FVJLC,Yes,77,4546
4547-LYTDD,Yes,73,2850
6770-XUAGN,Yes,90,3753
3143-ILDAL,Yes,96,4830
4720-VSTSI,Yes,66,3997
3946-MHCZW,Yes,83,5111
6651-AZVTJ,Yes,83,6088
4566-GOLUK,Yes,91,3620
2484-DGXPZ,Yes,67,2687
4587-NUKOX,Yes,74,5339
0420-BWTPW,Yes,78,5578
8183-ONMXC,Yes,87,2176
9614-RMGHA,Yes,82,5530
5054-IEXZT,Yes,90,5284
5834-ASPWA,Yes,74,5518
3948-XHGNA,Yes,80,5005
0565-IYCGT,Yes,93,6230
5445-UTODQ,Yes,87,3238
1024-VRZHF,Yes,70,2044
0348-SDKOL,Yes,96,4415
4373-MAVJG,Yes,70,5148
8901-HJXTF,Yes,94,3747
5419-KLXBN,Yes,90,5853
9828-AOQLM,Yes,91,3187
7615-ESMYF,Yes,70,5482
3858-VOBET,Yes,89,5897
1447-PJGGA,Yes,93,5789
8565-CLBZW,Yes,95,2050
9139-WQQDY,Yes,90,4235
0224-HJAPT,Yes,82,2857
8086-OVPWV,Yes,91,2384
9430-FRQOC,Yes,80,5587
3074-GQWYX,Yes,87,3520
6845-RGTYS,Yes,80,4622
8861-HGGKB,Yes,80,5699
7065-YUNRY,Yes,69,3049
7694-VLBWQ,Yes,74,4857
6481-OGDOO,Yes,73,4394
3753-TSEMP,Yes,79,2524
8305-VHZBZ,Yes,92,4325
9172-JITSM,Yes,75,2641
6298-QDFNH,Yes,68,4718
6173-ITPWD,Yes,91,2516
9734-UYXQI,Yes,90,5115
2189-UXTKY,Yes,91,3410
4958-GZWIY,Yes,91,2984
6356-ELRKD,Yes,79,4091
8624-GIOUT,Yes,78,6006
3177-LASXD,Yes,77,2619
4897-QSUYC,Yes,86,4939
1084-UQCHV,Yes,66,2901
2955-BJZHG,Yes,77,5174
3806-DXQOM,Yes,95,2563
9300-RENDD,Yes,91,4815
0761-AETCS,Yes,92,3236
2153-MREFK,Yes,79,3599
3106-ULWFW,Yes,95,2887
0925-VYDLG,Yes,83,5898
4349-GFQHK,Yes,87,4212
7802-EFKNY,Yes,79,5865
8035-BUYVG,Yes,67,5422
9787-XVQIU,Yes,91,3596
8945-MUQUF,Yes,94,5074
3023-GFLBR,Yes,66,3336
0524-IAVZO,Yes,90,3698
2737-YNGYW,Yes,69,2856
5159-YFPKQ,Yes,91,5270
7927-AUXBZ,Yes,76,4417
7619-ODSGN,Yes,90,5699
2514-GINMM,Yes,92,4490
2659-VXMWZ,Yes,85,4146
4285-GYRQC,Yes,89,3344
8337-MSSXB,Yes,74,3677
8182-BJDSI,Yes,90,2468
2482-CZGBB,Yes,67,3156
0866-QLSIR,Yes,75,5189
7181-BQYBV,Yes,85,4811
6204-IEUXJ,Yes,65,4330
4529-CKBCL,Yes,85,4381
2506-CLAKW,Yes,80,3578
1583-IHQZE,Yes,90,3965
0151-ONTOV,Yes,78,4739
0320-JDNQG,Yes,83,3425
7180-PISOG,Yes,75,5554
3571-RFHAR,Yes,91,6001
9578-VRMNM,Yes,73,4722
6140-QNRQQ,Yes,91,5739
4307-KTUMW,Yes,68,5543
7470-MCQTK,Yes,86,2655
7488-MXJIV,Yes,96,3223
2027-FECZV,Yes,92,2406
2672-DZUOY,Yes,91,5386
3870-MQAMG,Yes,90,6189
4800-CZMPC,Yes,71,4736
7377-DMMRI,Yes,89,4134
8949-JTMAY,Yes,72,5144
3211-ILJTT,Yes,67,4469
5103-MHMHY,Yes,82,4563
0235-KGSLC,Yes,86,3967
2884-GBPFB,Yes,79,5413
5136-KCKGI,Yes,76,4461
3722-WPXTK,Yes,72,4254
2929-ERCFZ,Yes,80,2939
7548-SEPYI,Yes,74,5056
8835-VSDSE,Yes,86,4559
