Customer ID,Monthly Charge,Total Charges,Total Revenue,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Payment Method,Paperless Billing
9481-IEBZY,112.9,8061.5,10263.1,0.0,20,2181.6,Credit Card,Yes
1080-BWSYE,25.65,1740.8,3624.32,0.0,0,1883.52,Credit Card,No
3786-WOVKF,106.85,7677.4,8342.6,0.0,100,565.2,Bank Withdrawal,Yes
5816-SCGFC,51.3,419.35,496.42,0.0,0,77.07,Credit Card,Yes
9278-VZKCD,109.1,5647.95,5861.67,0.0,0,213.72,Bank Withdrawal,Yes
8261-GWDBQ,116.05,6925.9,7169.5,0.0,0,243.6,Bank Withdrawal,Yes
6173-GOLSU,94.65,6079.0,6561.4,0.0,0,482.4,Credit Card,Yes
8720-RQSBJ,44.0,44.0,72.67,0.0,0,28.67,Bank Withdrawal,No
7225-CBZPL,94.8,1563.9,2353.38,0.0,0,789.48,Bank Withdrawal,Yes
3692-JHONH,106.5,5621.85,7154.33,0.0,90,1442.48,Bank Withdrawal,Yes
1200-TUZHR,85.2,695.75,1052.79,0.0,0,357.04,Bank Withdrawal,No
7130-CTCUS,54.55,825.1,1393.58,0.0,0,568.48,Bank Withdrawal,Yes
0420-HLGXF,99.75,4036.0,4427.17,0.0,0,391.17,Bank Withdrawal,Yes
3657-COGMW,108.1,5839.3,6411.82,0.0,0,572.52,Credit Card,No
4334-HOWRP,64.95,4546.0,4576.0,0.0,30,0.0,Credit Card,Yes
4098-NAUKP,84.65,5683.6,7064.68,0.0,0,1381.08,Bank Withdrawal,Yes
3308-JSGML,64.05,3886.85,3886.85,0.0,0,0.0,Credit Card,Yes
6199-IWKGC,100.25,4753.85,5741.01,0.0,0,987.16,Bank Withdrawal,No
2675-DHUTR,98.9,5780.7,7585.08,0.0,0,1804.38,Bank Withdrawal,Yes
7446-YPODE,60.25,662.95,1314.58,0.0,120,531.63,Bank Withdrawal,No
9522-BNTHX,56.25,1765.95,1765.95,0.0,0,0.0,Bank Withdrawal,Yes
0531-ZZJWQ,74.0,4052.4,6411.9,0.0,0,2359.5,Bank Withdrawal,Yes
2688-BHGOG,79.55,718.55,952.2,0.0,10,223.65,Bank Withdrawal,Yes
0916-QOFDP,95.8,1346.3,1547.76,0.0,0,201.46,Bank Withdrawal,Yes
8910-LEDAG,71.55,2427.35,2868.67,0.0,0,441.32,Credit Card,No
3452-GWUIN,94.95,1760.25,2132.08,0.0,0,371.83,Bank Withdrawal,Yes
7278-CKDNC,80.5,2088.45,3195.57,0.0,0,1107.12,Bank Withdrawal,Yes
8450-UYIBU,39.85,1434.6,1434.6,0.0,0,0.0,Bank Withdrawal,Yes
3836-FZSDJ,24.85,1901.0,3476.49,0.0,0,1575.49,Bank Withdrawal,No
0187-QSXOE,89.0,605.45,899.24,0.0,0,293.79,Bank Withdrawal,Yes
7733-UDMTP,55.0,3094.05,3094.05,0.0,0,0.0,Bank Withdrawal,Yes
6904-JLBGY,117.35,8436.25,9511.93,0.0,0,1075.68,Credit Card,Yes
6917-YACBP,89.75,5496.9,7005.53,0.0,0,1508.63,Bank Withdrawal,Yes
4223-WOZCM,49.95,107.1,183.04,0.0,0,75.94,Mailed Check,No
5917-RYRMG,19.8,587.7,1416.18,0.0,0,828.48,Credit Card,No
8224-DWCKX,73.3,828.05,1348.85,0.0,0,520.8,Credit Card,Yes
1768-HNVGJ,70.05,3062.45,3893.15,0.0,0,830.7,Bank Withdrawal,Yes
4395-PZMSN,85.55,408.5,500.4,0.0,0,91.9,Bank Withdrawal,Yes
5446-DKWYW,65.2,3965.05,6362.96,0.0,0,2397.91,Bank Withdrawal,Yes
8107-KNCIM,75.1,1013.35,1649.79,0.0,0,636.44,Bank Withdrawal,Yes
5451-YHYPW,115.75,8443.7,11795.78,0.0,120,3232.08,Credit Card,Yes
7629-WFGLW,95.65,5471.75,6096.84,21.71,0,646.8,Bank Withdrawal,No
8818-DOPVL,104.45,4863.85,6720.89,36.78,0,1893.82,Bank Withdrawal,Yes
7044-YAACC,70.2,280.35,273.72,30.75,0,24.12,Bank Withdrawal,Yes
8189-XRIKE,90.95,2897.95,3882.64,25.55,0,1010.24,Bank Withdrawal,No
3740-RLMVT,60.95,4119.4,6920.9,17.19,0,2818.69,Bank Withdrawal,Yes
2186-QZEYA,58.55,1718.95,1943.37,33.1,0,257.52,Bank Withdrawal,Yes
5599-HVLTW,80.35,1058.1,1128.15,32.71,0,102.76,Bank Withdrawal,Yes
9208-OLGAQ,84.95,1443.65,1971.49,4.76,70,462.6,Bank Withdrawal,Yes
3244-CQPHU,110.1,7746.7,8718.53,44.81,0,1016.64,Bank Withdrawal,Yes
2674-MLXMN,99.65,6951.15,9387.38,3.33,0,2439.56,Credit Card,Yes
9708-HPXWZ,45.4,214.75,214.75,0.0,0,0.0,Credit Card,No
5792-JALQC,59.85,3103.25,4852.09,19.16,0,1768.0,Bank Withdrawal,No
2675-OTVVJ,89.45,2807.65,4203.93,31.58,0,1427.86,Bank Withdrawal,No
0537-QYZZN,79.85,1857.75,1955.19,0.0,0,97.44,Bank Withdrawal,Yes
3340-QBBFM,54.1,1992.85,3689.52,1.09,0,1697.76,Credit Card,No
2277-VWCNI,48.75,179.85,304.37,0.0,0,124.52,Mailed Check,No
7576-JMYWV,110.2,4972.1,5911.42,0.0,0,939.32,Bank Withdrawal,Yes
5227-JSCFE,46.35,3353.4,3334.76,18.64,0,0.0,Credit Card,No
1608-GMEWB,93.9,4200.25,4904.5,0.0,0,704.25,Bank Withdrawal,Yes
2665-NPTGL,98.1,2510.7,2951.69,44.17,0,485.16,Bank Withdrawal,Yes
0442-ZXKVS,115.6,6431.05,8791.39,0.0,0,2360.34,Bank Withdrawal,Yes
0575-CUQOV,97.95,5867.0,6890.0,0.0,0,1023.0,Bank Withdrawal,Yes
5329-KRDTM,77.35,5396.25,7821.21,0.0,0,2424.96,Credit Card,No
0707-HOVVN,75.5,5212.65,8521.55,0.0,0,3308.9,Bank Withdrawal,Yes
9518-XXBXE,75.3,720.45,971.75,0.0,0,251.3,Bank Withdrawal,No
0423-UDIJQ,49.2,447.9,511.89,0.0,0,63.99,Mailed Check,No
9029-FEGVJ,79.3,2570.0,2639.44,0.0,0,69.44,Mailed Check,No
8999-XXGNS,105.75,7629.85,9016.65,0.0,80,1306.8,Credit Card,Yes
0471-ARVMX,104.85,6312.9,7722.78,0.0,0,1409.88,Bank Withdrawal,Yes
7524-VRLPL,74.1,5031.0,5952.84,0.0,0,921.84,Credit Card,No
4884-TVUQF,101.3,5779.6,7882.33,0.0,0,2102.73,Credit Card,No
8065-BVEPF,99.1,6496.15,7681.1,0.0,0,1184.95,Bank Withdrawal,Yes
6350-XFYGW,94.75,422.4,498.4,0.0,0,76.0,Bank Withdrawal,Yes
8755-IWJHN,95.35,6382.0,9825.79,0.0,0,3443.79,Bank Withdrawal,Yes
4480-QQRHC,74.05,600.15,617.59,0.0,0,17.44,Bank Withdrawal,Yes
0929-PECLO,89.6,5538.8,8172.2,0.0,0,2633.4,Bank Withdrawal,Yes
9470-YFUYI,71.0,5012.1,5817.95,0.0,0,805.85,Bank Withdrawal,Yes
7402-EYFXX,93.6,2404.1,3055.14,0.0,0,651.04,Bank Withdrawal,Yes
1986-PHGZF,58.4,964.9,1817.02,0.0,0,852.12,Credit Card,Yes
8024-XNAFQ,107.4,7748.75,10003.07,0.0,0,2254.32,Bank Withdrawal,Yes
2988-GBIVW,90.85,6470.1,9165.1,0.0,0,2695.0,Bank Withdrawal,Yes
5956-YHHRX,104.35,2271.85,2924.96,0.0,130,523.11,Bank Withdrawal,Yes
6008-NAIXK,55.45,2966.95,2966.95,0.0,0,0.0,Bank Withdrawal,Yes
4007-NHVHI,96.85,5219.65,7833.17,0.0,0,2613.52,Bank Withdrawal,Yes
8979-CAMGB,102.1,6688.1,7332.58,0.0,0,644.48,Bank Withdrawal,No
7813-ZGGAW,96.6,2877.95,3353.8,0.0,0,475.85,Bank Withdrawal,Yes
6583-KQJLK,94.65,1285.05,1852.65,0.0,0,567.6,Bank Withdrawal,Yes
6139-ZZRBQ,20.05,1198.05,1517.41,0.0,0,319.36,Bank Withdrawal,Yes
7594-LZNWR,69.15,2275.1,2736.14,0.0,0,461.04,Credit Card,No
3996-ZNWYK,19.8,1388.45,3668.97,0.0,0,2280.52,Credit Card,No
8760-ZRHKE,69.2,4982.5,8432.39,0.0,0,3449.89,Bank Withdrawal,No
5216-WASFJ,84.85,2633.4,2797.7,0.0,0,164.3,Bank Withdrawal,Yes
4948-WBBKL,74.9,2659.45,4155.97,0.0,0,1496.52,Bank Withdrawal,Yes
8348-JLBUG,80.3,5017.7,5969.38,0.0,0,951.68,Credit Card,No
3339-EAQNV,97.25,7133.1,7941.66,0.0,0,808.56,Credit Card,Yes
5730-RIITO,33.45,1500.25,1540.25,0.0,40,0.0,Credit Card,Yes
7515-LODFU,20.3,1356.3,2779.08,0.0,0,1422.78,Credit Card,No
8041-TMEID,108.5,6991.9,9330.46,0.0,0,2338.56,Credit Card,No
6941-KXRRV,58.95,2789.7,4442.34,0.0,0,1652.64,Bank Withdrawal,Yes
4501-UYKBC,69.1,3255.35,3993.19,0.0,0,737.84,Credit Card,Yes
5304-EFJLP,111.65,8022.85,9351.09,0.0,110,1218.24,Bank Withdrawal,Yes
8875-AKBYH,84.35,1745.2,2265.4,0.0,10,510.2,Bank Withdrawal,Yes
0533-UCAAU,71.1,4140.1,6885.22,0.0,0,2745.12,Credit Card,Yes
1394-SUIUH,85.15,3670.5,5625.86,0.0,0,1955.36,Bank Withdrawal,Yes
8565-WUXZU,84.8,6141.65,6538.37,0.0,0,396.72,Credit Card,Yes
2055-BFOCC,84.0,5329.55,7890.5,0.0,0,2560.95,Bank Withdrawal,Yes
4584-LBNMK,24.7,1174.35,3195.3,0.0,0,2020.95,Credit Card,No
3898-GUYTS,97.05,4385.05,4955.2,0.0,0,570.15,Bank Withdrawal,Yes
3703-KBKZP,74.45,1261.35,1613.67,0.0,0,352.32,Bank Withdrawal,Yes
5117-IFGPS,84.3,2357.75,3423.5,0.0,0,1065.75,Bank Withdrawal,Yes
2197-OMWGI,53.0,3656.25,3656.25,0.0,0,0.0,Bank Withdrawal,Yes
7852-LECYP,93.8,1261.0,1886.95,0.0,0,625.95,Credit Card,No
8595-SIZNC,25.6,548.8,884.74,0.0,0,335.94,Bank Withdrawal,No
8920-NAVAY,110.75,7053.35,10016.95,0.0,0,2963.6,Bank Withdrawal,Yes
9699-UBQFS,94.5,4156.8,4314.18,0.0,0,157.38,Bank Withdrawal,Yes
1261-FWTTE,34.65,768.45,768.45,0.0,0,0.0,Bank Withdrawal,Yes
3528-HFRIQ,52.3,3765.05,3805.05,0.0,40,0.0,Bank Withdrawal,Yes
3320-VEOYC,95.6,1273.3,1799.98,0.0,0,526.68,Bank Withdrawal,Yes
9758-MFWGD,29.9,1388.75,1388.75,0.0,0,0.0,Bank Withdrawal,No
1360-JYXKQ,99.1,5437.1,6627.8,0.0,0,1190.7,Bank Withdrawal,Yes
6925-BAYGL,25.1,1275.6,2284.19,0.0,0,1008.59,Credit Card,No
4135-FRWKJ,76.25,4154.55,6055.9,0.0,0,1901.35,Bank Withdrawal,No
6551-ZCOTS,24.9,847.8,951.75,0.0,0,103.95,Bank Withdrawal,Yes
5995-SNNEW,104.45,2184.85,3284.68,0.0,60,1039.83,Bank Withdrawal,Yes
5371-VYLSX,83.4,4113.7,6513.2,0.0,0,2399.5,Bank Withdrawal,Yes
4128-ETESU,99.7,4747.2,5027.26,0.0,140,140.06,Bank Withdrawal,No
3295-YVUSR,72.6,154.3,184.68,0.0,0,30.38,Mailed Check,Yes
8016-NCFVO,116.5,6382.55,7994.05,0.0,0,1611.5,Bank Withdrawal,Yes
4119-ZYPZY,106.8,7623.2,10094.0,0.0,0,2470.8,Bank Withdrawal,Yes
1078-TDCRN,30.75,82.85,82.85,0.0,0,0.0,Bank Withdrawal,Yes
5439-WIKXB,94.55,3851.45,5796.31,0.0,40,1904.86,Bank Withdrawal,Yes
2080-CAZNM,104.4,4133.95,4393.48,0.0,0,259.53,Bank Withdrawal,Yes
1028-FFNJK,101.5,2917.65,4358.25,0.0,0,1440.6,Bank Withdrawal,Yes
3001-UNBTL,103.95,2964.8,4396.24,0.0,0,1431.44,Bank Withdrawal,Yes
0786-IVLAW,108.1,7238.6,7474.22,0.0,0,235.62,Bank Withdrawal,No
4282-ACRXS,24.85,955.75,955.75,0.0,0,0.0,Bank Withdrawal,Yes
7668-XCFYV,92.55,1614.7,1679.81,0.0,0,65.11,Bank Withdrawal,Yes
5336-UFNZP,107.45,7047.5,8320.2,0.0,0,1272.7,Bank Withdrawal,Yes
9233-PSYHO,100.15,4459.8,4770.3,0.0,0,310.5,Bank Withdrawal,Yes
8777-MBMTS,105.85,6725.5,9097.35,0.0,0,2371.85,Credit Card,Yes
2615-YVMYX,107.5,7713.55,10025.44,0.0,140,2171.89,Bank Withdrawal,Yes
2851-STERV,73.0,2471.25,2577.65,0.0,0,106.4,Bank Withdrawal,Yes
5419-JKZNQ,77.9,2351.45,2437.25,0.0,0,85.8,Mailed Check,No
1409-PHXTF,110.45,6077.75,7835.99,0.0,0,1758.24,Bank Withdrawal,Yes
9591-YVTEB,44.85,2479.05,2479.05,0.0,0,0.0,Bank Withdrawal,Yes
9309-BZGNT,29.8,2134.3,2134.3,0.0,0,0.0,Credit Card,Yes
8075-GXIUB,19.85,183.15,388.26,0.0,0,205.11,Credit Card,No
6723-WSNTY,108.1,7181.95,7639.99,0.0,0,458.04,Credit Card,Yes
2144-BFDSO,108.75,5431.9,5890.9,0.0,0,459.0,Bank Withdrawal,No
5647-FXOTP,105.9,6401.25,8713.85,0.0,110,2202.6,Bank Withdrawal,Yes
6078-VESFR,70.45,849.1,1324.51,0.0,0,475.41,Bank Withdrawal,No
9866-OCCKE,109.75,8075.35,10598.23,0.0,0,2522.88,Mailed Check,Yes
2786-GCDPI,104.95,5222.35,6104.85,0.0,0,882.5,Bank Withdrawal,Yes
3733-UOCWF,85.55,5251.75,8097.4,0.0,0,2845.65,Bank Withdrawal,Yes
8490-BXHEO,80.55,1411.65,2109.87,0.0,0,698.22,Credit Card,Yes
7173-TETGO,78.5,5602.25,7932.89,0.0,0,2330.64,Bank Withdrawal,No
6435-VWCCY,92.7,5968.4,7732.5,0.0,0,1764.1,Credit Card,Yes
6726-NNFWD,89.45,6435.25,7589.71,0.0,0,1154.46,Credit Card,No
7856-GANIL,98.7,4525.8,4632.9,0.0,0,107.1,Bank Withdrawal,Yes
0248-PGHBZ,92.45,6140.85,6313.04,0.0,0,172.19,Bank Withdrawal,Yes
7472-EQOAV,86.7,6179.35,8320.71,0.0,0,2141.36,Bank Withdrawal,Yes
5985-BEHZK,105.0,7578.05,9578.93,0.0,0,2000.88,Credit Card,No
9279-CJEOJ,95.4,2025.1,2810.5,0.0,0,785.4,Bank Withdrawal,Yes
8029-XYPWT,115.05,8016.6,11340.82,0.0,0,3324.22,Bank Withdrawal,Yes
6646-JPPHA,78.85,1043.8,1765.94,0.0,50,672.14,Bank Withdrawal,No
7658-UYUQS,86.55,1857.25,2325.55,0.0,0,468.3,Bank Withdrawal,No
8746-BFOAJ,20.5,429.55,917.38,0.0,0,487.83,Bank Withdrawal,No
8023-QHAIO,76.85,4275.75,5939.11,0.0,120,1543.36,Bank Withdrawal,Yes
8133-ANHHJ,103.0,5166.2,6953.23,0.0,0,1787.03,Bank Withdrawal,No
1707-HABPF,91.3,4126.35,4675.13,0.0,0,548.78,Bank Withdrawal,Yes
6847-KJLTS,100.4,5749.8,8495.52,0.0,0,2745.72,Bank Withdrawal,Yes
4619-EVPHY,91.0,1859.5,2636.5,0.0,0,777.0,Bank Withdrawal,Yes
4462-CYWMH,89.8,5629.55,7333.93,0.0,0,1704.38,Bank Withdrawal,Yes
9334-GWGOW,74.85,485.25,532.92,0.0,0,47.67,Bank Withdrawal,Yes
4291-HYEBC,39.1,1096.6,1096.6,0.0,0,0.0,Bank Withdrawal,Yes
1576-PFZIW,105.35,7511.9,8525.5,0.0,0,1013.6,Credit Card,No
0147-ESWWR,101.25,3949.15,4735.0,0.0,0,785.85,Bank Withdrawal,Yes
1217-VASWC,100.55,4304.0,5898.87,0.0,0,1594.87,Bank Withdrawal,Yes
2522-WLNSF,64.2,2106.3,2525.52,0.0,0,419.22,Bank Withdrawal,No
5327-XOKKY,73.45,5329.0,6139.72,0.0,0,810.72,Credit Card,Yes
3312-ZWLGF,79.3,2414.55,2720.5,0.0,0,305.95,Bank Withdrawal,Yes
0795-XCCTE,25.4,1809.35,3682.07,0.0,0,1872.72,Bank Withdrawal,No
7072-MBHEV,78.1,864.85,1059.11,0.0,0,194.26,Credit Card,Yes
8050-DVOJX,81.35,4060.9,6177.21,0.0,0,2116.31,Credit Card,No
8169-SAEJD,56.55,3952.65,3992.65,0.0,40,0.0,Credit Card,No
1580-BMCMR,87.3,1637.3,2203.5,0.0,0,566.2,Bank Withdrawal,Yes
4199-QHJNM,102.9,6989.7,10251.26,0.0,0,3261.56,Bank Withdrawal,No
5135-GRQJV,114.5,8331.95,8735.15,0.0,0,403.2,Mailed Check,Yes
2384-OVPSA,20.2,735.9,891.32,0.0,0,155.42,Mailed Check,No
1371-WEPDS,55.8,2283.3,3475.7,0.0,50,1142.4,Bank Withdrawal,No
3349-ANQNH,99.5,5890.0,7321.93,0.0,0,1431.93,Bank Withdrawal,Yes
5937-EORGB,96.5,1392.25,1734.7,0.0,0,342.45,Bank Withdrawal,Yes
5539-HIVAK,25.7,734.6,1450.56,0.0,0,715.96,Mailed Check,No
4583-PARNH,91.55,1540.05,1787.09,0.0,0,247.04,Bank Withdrawal,Yes
1421-HCERK,105.7,3181.8,4186.2,0.0,0,1004.4,Bank Withdrawal,Yes
0716-BQNDX,93.75,5625.55,5751.52,0.0,0,125.97,Bank Withdrawal,No
1162-ECVII,109.75,7932.5,9421.78,0.0,140,1349.28,Bank Withdrawal,Yes
8695-ARGXZ,75.55,2425.4,2495.78,0.0,0,70.38,Bank Withdrawal,Yes
1697-NVVGY,66.4,1286.05,1864.41,0.0,0,578.36,Bank Withdrawal,No
9112-WSNPU,70.55,2419.0,3010.85,0.0,0,591.85,Bank Withdrawal,No
4976-LNFVV,34.3,577.15,577.15,0.0,0,0.0,Credit Card,Yes
2077-MPJQO,75.4,533.05,682.64,0.0,0,149.59,Bank Withdrawal,Yes
1480-IVEVR,81.6,2815.25,2960.85,0.0,0,145.6,Bank Withdrawal,Yes
4118-CEVPF,110.8,3836.3,5098.5,0.0,110,1152.2,Bank Withdrawal,Yes
2428-HYUNX,19.35,847.25,930.41,0.0,0,83.16,Credit Card,Yes
9693-XMUOB,50.25,2997.45,2997.45,0.0,0,0.0,Bank Withdrawal,Yes
1635-NZATJ,25.45,1789.65,4434.4,0.0,0,2644.75,Credit Card,No
9943-VSZUV,75.7,5060.85,7733.48,0.0,0,2672.63,Mailed Check,Yes
9355-NPPFS,78.8,2006.1,2505.56,0.0,0,499.46,Bank Withdrawal,Yes
5828-DWPIL,89.1,5618.3,5913.42,0.0,0,295.12,Bank Withdrawal,Yes
2931-FSOHN,59.9,788.35,1437.05,0.0,0,648.7,Bank Withdrawal,Yes
9971-ZWPBF,108.9,3625.2,4054.36,0.0,30,399.16,Bank Withdrawal,Yes
8421-WZOOW,95.3,5567.45,7177.7,0.0,0,1610.25,Credit Card,Yes
2957-JIRMN,84.45,4959.15,6169.39,0.0,0,1210.24,Bank Withdrawal,No
5271-DBYSJ,79.15,827.7,1262.94,0.0,140,295.24,Credit Card,Yes
3915-ODIYG,71.75,4374.55,4996.55,0.0,10,612.0,Bank Withdrawal,Yes
5671-UUNXD,100.65,5189.75,7018.75,0.0,0,1829.0,Bank Withdrawal,Yes
4698-KVLLG,19.6,967.9,3388.36,0.0,0,2420.46,Credit Card,No
0282-NVSJS,29.3,355.9,355.9,0.0,0,0.0,Mailed Check,Yes
7537-CBQUZ,109.4,7031.45,8676.38,0.0,0,1644.93,Bank Withdrawal,Yes
4750-UKWJK,19.6,727.8,1665.75,0.0,0,937.95,Mailed Check,No
4884-ZTHVF,87.1,713.6,1025.68,0.0,0,312.08,Bank Withdrawal,Yes
3055-OYMSE,73.8,4003.85,4891.07,0.0,0,887.22,Credit Card,Yes
1468-DEFNC,24.4,1548.65,3922.41,0.0,0,2373.76,Bank Withdrawal,Yes
9605-WGJVW,70.2,70.2,92.54,0.0,0,22.34,Bank Withdrawal,Yes
4627-MIHJH,110.25,7467.55,9082.15,0.0,0,1614.6,Credit Card,No
5553-AOINX,104.9,6891.45,9490.53,0.0,0,2599.08,Bank Withdrawal,Yes
3258-SANFR,44.7,276.5,394.94,0.0,0,118.44,Credit Card,No
4833-QTJNO,83.85,5588.8,8597.1,0.0,0,3008.3,Bank Withdrawal,No
2322-VCZHZ,90.0,2024.1,2749.29,0.0,0,725.19,Bank Withdrawal,Yes
6383-ZTSIW,99.1,3877.95,4234.02,0.0,0,356.07,Mailed Check,No
0118-JPNOY,85.8,2193.65,3070.89,0.0,0,877.24,Credit Card,Yes
9000-PLFUZ,49.45,2907.55,2947.55,0.0,40,0.0,Credit Card,Yes
7779-ORAEL,75.15,3480.35,3902.9,0.0,0,422.55,Credit Card,No
0644-OQMDK,70.65,293.85,318.57,0.0,0,24.72,Bank Withdrawal,Yes
1658-XUHBX,88.75,5348.65,6301.5,0.0,0,952.85,Credit Card,Yes
2378-HTWFW,91.0,3180.5,4137.15,0.0,40,916.65,Credit Card,No
3719-TDVQB,18.95,1031.1,2323.86,0.0,0,1292.76,Mailed Check,Yes
0201-MIBOL,102.4,6471.85,7161.55,0.0,0,689.7,Bank Withdrawal,Yes
8495-PRWFH,55.65,2421.75,3555.75,0.0,0,1134.0,Bank Withdrawal,No
0439-IFYUN,74.7,1294.6,1694.22,0.0,20,379.62,Bank Withdrawal,Yes
6458-CYIDZ,80.7,374.8,556.15,0.0,0,181.35,Bank Withdrawal,No
1932-UEDCX,100.6,3270.25,4725.55,0.0,0,1455.3,Bank Withdrawal,Yes
5188-HGMLP,74.0,3919.15,5817.79,0.0,0,1898.64,Bank Withdrawal,No
5331-RGMTT,99.05,5295.7,7413.62,0.0,40,2077.92,Credit Card,Yes
4476-OSWTN,110.55,7610.1,8182.8,0.0,0,572.7,Mailed Check,Yes
6726-WEXXK,85.9,2220.1,3330.07,0.0,0,1109.97,Bank Withdrawal,Yes
4023-RTIQM,50.4,1580.1,1580.1,0.0,0,0.0,Credit Card,Yes
7872-RDDLZ,54.9,3725.5,6970.31,0.0,0,3244.81,Bank Withdrawal,No
3162-KKZXO,100.15,5409.75,7037.75,0.0,0,1628.0,Bank Withdrawal,Yes
8904-OPDCK,24.95,1364.75,1364.75,0.0,0,0.0,Bank Withdrawal,Yes
6048-QBXKL,56.55,118.25,181.73,0.0,0,63.48,Credit Card,Yes
6734-FQAJX,105.05,7171.7,9465.11,0.0,0,2293.41,Bank Withdrawal,Yes
2378-VTKDH,104.35,6578.55,7136.9,0.0,0,558.35,Bank Withdrawal,Yes
2974-GGUXS,91.95,3301.05,3690.81,17.76,0,407.52,Credit Card,Yes
7994-XIRTR,65.25,3529.95,3774.44,33.07,0,277.56,Bank Withdrawal,No
5298-GSTLM,101.4,6176.6,9111.8,0.0,0,2935.2,Bank Withdrawal,Yes
6121-TNHBO,83.0,5243.05,6227.11,0.0,0,984.06,Bank Withdrawal,No
5119-NZPTV,70.1,141.65,211.63,0.0,0,69.98,Bank Withdrawal,No
3865-ZYKAD,84.9,5785.65,6804.09,0.0,0,1018.44,Credit Card,Yes
2205-LPVGL,89.85,5125.75,6324.69,0.0,130,1068.94,Bank Withdrawal,Yes
4868-AADLV,116.25,7862.25,8078.07,0.0,0,215.82,Bank Withdrawal,Yes
3256-EZDBI,29.45,1459.35,1459.35,0.0,0,0.0,Credit Card,Yes
4726-DLWQN,70.35,3454.6,4816.1,0.0,100,1261.5,Bank Withdrawal,Yes
3518-FSTWG,109.55,7920.7,9195.82,0.0,0,1275.12,Bank Withdrawal,Yes
0230-UBYPQ,36.1,2298.9,2298.9,0.0,0,0.0,Bank Withdrawal,No
1763-KUAAW,20.35,369.6,1045.14,0.0,0,675.54,Bank Withdrawal,No
1104-TNLZA,105.8,2998.0,3679.8,0.0,0,681.8,Bank Withdrawal,Yes
5195-KPUNQ,96.75,5206.55,7039.29,0.0,0,1832.74,Credit Card,Yes
3908-MKIMJ,41.95,2965.75,2965.75,0.0,0,0.0,Bank Withdrawal,Yes
6969-MVBAI,90.1,816.8,1176.8,0.0,0,360.0,Bank Withdrawal,Yes
2453-SAFNS,72.1,3886.05,6339.27,0.0,0,2453.22,Credit Card,No
7426-GSWPO,103.5,6548.65,7777.45,0.0,0,1228.8,Bank Withdrawal,Yes
4909-JOUPP,109.7,7898.45,9895.73,0.0,0,1997.28,Credit Card,No
6437-UDQJM,84.1,6129.65,9542.45,0.0,0,3412.8,Credit Card,Yes
1226-IENZN,78.75,1218.25,1850.57,0.0,0,632.32,Bank Withdrawal,Yes
3411-WLRSQ,74.6,239.05,387.58,0.0,30,118.53,Bank Withdrawal,Yes
0822-QGCXA,83.85,2310.2,2402.81,0.0,0,92.61,Bank Withdrawal,No
3588-WSTTJ,99.05,3554.6,4662.0,0.0,0,1107.4,Bank Withdrawal,Yes
3798-EPWRR,43.95,85.1,123.28,0.0,0,38.18,Bank Withdrawal,No
2452-MRMZF,25.7,1937.4,2547.96,0.0,0,610.56,Credit Card,Yes
4989-LIXVT,95.9,6503.2,7840.76,0.0,0,1337.56,Bank Withdrawal,Yes
5481-NTDOH,107.05,7142.5,9719.99,0.0,0,2577.49,Credit Card,Yes
0749-IRGQE,45.3,528.45,528.45,0.0,0,0.0,Bank Withdrawal,No
1754-GKYPY,89.75,1938.9,2431.26,0.0,0,492.36,Bank Withdrawal,Yes
1591-MQJTP,93.65,4839.15,4951.86,0.0,0,112.71,Bank Withdrawal,Yes
7471-MQPOS,72.9,5139.65,8433.46,0.0,20,3273.81,Bank Withdrawal,Yes
3259-KNMRR,79.75,4438.2,4956.9,0.0,0,518.7,Bank Withdrawal,Yes
6120-RJKLU,79.95,4819.75,6346.19,0.0,0,1526.44,Credit Card,Yes
4323-OHFOW,105.55,7195.35,9557.15,0.0,0,2361.8,Bank Withdrawal,Yes
6563-VNPMN,85.7,3778.1,4014.4,0.0,50,186.3,Bank Withdrawal,Yes
2267-WTPYD,94.0,5438.95,6752.8,0.0,0,1313.85,Credit Card,No
9129-UXERG,103.6,1806.35,1839.21,0.0,10,22.86,Credit Card,Yes
6229-LSCKB,79.7,497.6,787.52,0.0,0,289.92,Bank Withdrawal,Yes
6127-IYJOZ,45.85,45.85,86.23,0.0,0,40.38,Credit Card,Yes
8065-QBYTO,99.65,7181.25,7458.86,0.0,0,277.61,Credit Card,Yes
7921-LMDFQ,94.0,4905.75,5116.89,0.0,0,211.14,Bank Withdrawal,Yes
5820-PTRYM,68.45,4014.0,5515.92,0.0,0,1501.92,Credit Card,Yes
6211-WHMYA,43.85,2751.0,2781.0,0.0,30,0.0,Bank Withdrawal,Yes
3454-JFUBC,20.0,1396.0,2108.64,0.0,0,712.64,Credit Card,Yes
2451-YMUXS,64.55,4250.1,6185.06,0.0,0,1934.96,Bank Withdrawal,Yes
4690-PKDQG,95.55,3930.6,4891.98,0.0,0,961.38,Bank Withdrawal,Yes
7789-CRUVC,94.2,5895.45,7954.2,0.0,0,2058.75,Credit Card,Yes
9972-VAFJJ,94.0,4871.45,7396.37,0.0,0,2524.92,Bank Withdrawal,Yes
5981-ZVXOT,108.35,3726.15,4101.7,0.0,0,375.55,Bank Withdrawal,Yes
